issuer,card_name,field,csv_value,website_value,status,source_url
Chase,Southwest Rapid Rewards Performance Business,spend_time_frame,3,within 5 days,MISMATCH,https://creditcards.chase.com/southwest/performance-business-credit-card
Chase,Southwest Rapid Rewards Performance Business,intro_apr_purchase,,,MISSING,https://creditcards.chase.com/southwest/performance-business-credit-card
Chase,Southwest Rapid Rewards Performance Business,foreign_tx_fee,No,foreign transaction fees same page link to footnote reference *,MATCH,https://creditcards.chase.com/southwest/performance-business-credit-card
Chase,Southwest Rapid Rewards Premier Business,annual_fee,149,"Annual Fee (14) Opens No Annual Fee page in the same window. No Foreign Transaction Fee (30) Opens No Foreign Transaction Fee page in the same window. 0% Intro APR (5) Opens 0% Intro APR page in the same window. Visa (34) Opens Visa page in the same window. MasterCard (7) Opens MasterCard page in the same window. New to Credit Opens New to Credit page in the same window. Wholesale Club Visa Card Acceptance (17) Opens Wholesale Club Visa Card Acceptance page in the same window. EMV Cards with Chip (41) Opens EMV Cards with Chip page in the same window. Card Brands Chase Sapphire (3) Opens Chase Sapphire brands page in the same window. Chase Freedom (3) Opens Chase Freedom brands page in the same window. Slate Opens Chase Slate page in the same window. Southwest (5) Opens Southwest brands page in the same window. United (6) Opens United brands page in the same window. Marriott Bonvoy (3) Opens Marriott Bonvoy brands page in the same window. Avios (3) Opens Avios brands page in the same window. Disney (3) Opens Disney brands page in the same window. IHG (3) Opens IHG brands page in the same window. World of Hyatt (2) Opens World of Hyatt brands page in the same window. Chase for Business (5) Opens Chase for Business page in the same window. Amazon (2) Opens Amazon brands page in the same window. Aeroplan Opens Aeroplan page in the same window. DoorDash Opens DoorDash page in the same window. Instacart Opens DoorDash page in the same window. Compare Cards Opens in the same window Credit Card Education Opens in a new window More Chase Products Checking Opens Chase.com checking in a new window Savings Opens Chase.com savings in a new window CDs Opens Chase.com CDs in a new window Auto Opens Chase.com auto loans in a new window Mortgage Opens Chase.com mortgage in a new window Home equity Opens Chase.com home equity in a new window Investing Opens Chase.com investing in a new window Business banking Opens Chase.com business banking in a new window Commercial banking Opens Chase.com commercial banking in a new window CONNECT WITH CHASE Find ATM & Branch Opens Chase ATM and branch locator in a new window Customer Service Open Customer Service in new window Give Feedback Give Feedback opens overlay Schedule a meeting Opens in a new window About Chase Opens in a new window J.P. Morgan Opens in a new window JPMorgan Chase & Co. Opens in a new window Careers Opens in a new window SAFE Act: Chase Mortgage Loan Originators Opens in a new window Fair Lending Opens in a new window close navigation Main content begins Opens new credit card offers and promotions in the same window Credit Cards home Opens home page in the same window Southwest Rapid Rewards ® Premier Business Credit Card Sign in to apply faster Opens in a new window Apply as a guest Opens in a new window * Offer Details Opens offer details overlay. † Pricing & Terms Opens pricing and terms in new window. NEW CARDMEMBER OFFER Earn 60,000 points after you spend $3",MISMATCH,https://creditcards.chase.com/business-credit-cards/southwest/premier-business
Chase,Southwest Rapid Rewards Premier Business,signup_bonus,60000,"Earn 60,000 points after you spend $3,000 on purchases in the first 3 months from account opening",MISMATCH,https://creditcards.chase.com/business-credit-cards/southwest/premier-business
Chase,Southwest Rapid Rewards Premier Business,minimum_spend_amount,"$3,000","$3,000",MATCH,https://creditcards.chase.com/business-credit-cards/southwest/premier-business
Chase,Southwest Rapid Rewards Premier Business,spend_time_frame,3,first 3 months,MATCH,https://creditcards.chase.com/business-credit-cards/southwest/premier-business
Chase,Southwest Rapid Rewards Premier Business,intro_apr_purchase,,0% Intro APR (5) Opens 0% Intro APR page in the same window,MISSING,https://creditcards.chase.com/business-credit-cards/southwest/premier-business
Chase,Southwest Rapid Rewards Premier Business,foreign_tx_fee,No,Foreign Transaction Fee (30) Opens No Foreign Transaction Fee p,MATCH,https://creditcards.chase.com/business-credit-cards/southwest/premier-business
Chase,IHG One Rewards Premier Business,annual_fee,99,404 Client Error: Not Found for url: https://creditcards.chase.com/business-credit-cards/ihg/rewards-premier-business,ERROR,https://creditcards.chase.com/business-credit-cards/ihg/rewards-premier-business
Chase,IHG One Rewards Premier Business,signup_bonus,140000,404 Client Error: Not Found for url: https://creditcards.chase.com/business-credit-cards/ihg/rewards-premier-business,ERROR,https://creditcards.chase.com/business-credit-cards/ihg/rewards-premier-business
Chase,IHG One Rewards Premier Business,minimum_spend_amount,"$4,000",404 Client Error: Not Found for url: https://creditcards.chase.com/business-credit-cards/ihg/rewards-premier-business,ERROR,https://creditcards.chase.com/business-credit-cards/ihg/rewards-premier-business
Chase,IHG One Rewards Premier Business,spend_time_frame,3,404 Client Error: Not Found for url: https://creditcards.chase.com/business-credit-cards/ihg/rewards-premier-business,ERROR,https://creditcards.chase.com/business-credit-cards/ihg/rewards-premier-business
Chase,IHG One Rewards Premier Business,intro_apr_purchase,,404 Client Error: Not Found for url: https://creditcards.chase.com/business-credit-cards/ihg/rewards-premier-business,ERROR,https://creditcards.chase.com/business-credit-cards/ihg/rewards-premier-business
Chase,IHG One Rewards Premier Business,foreign_tx_fee,No,404 Client Error: Not Found for url: https://creditcards.chase.com/business-credit-cards/ihg/rewards-premier-business,ERROR,https://creditcards.chase.com/business-credit-cards/ihg/rewards-premier-business
Chase,World of Hyatt Business Credit Card,annual_fee,199,404 Client Error: Not Found for url: https://creditcards.chase.com/business-credit-cards/hyatt/business,ERROR,https://creditcards.chase.com/business-credit-cards/hyatt/business
Chase,World of Hyatt Business Credit Card,signup_bonus,60000,404 Client Error: Not Found for url: https://creditcards.chase.com/business-credit-cards/hyatt/business,ERROR,https://creditcards.chase.com/business-credit-cards/hyatt/business
Chase,World of Hyatt Business Credit Card,minimum_spend_amount,"$1,000",404 Client Error: Not Found for url: https://creditcards.chase.com/business-credit-cards/hyatt/business,ERROR,https://creditcards.chase.com/business-credit-cards/hyatt/business
Chase,World of Hyatt Business Credit Card,spend_time_frame,3,404 Client Error: Not Found for url: https://creditcards.chase.com/business-credit-cards/hyatt/business,ERROR,https://creditcards.chase.com/business-credit-cards/hyatt/business
Chase,World of Hyatt Business Credit Card,intro_apr_purchase,,404 Client Error: Not Found for url: https://creditcards.chase.com/business-credit-cards/hyatt/business,ERROR,https://creditcards.chase.com/business-credit-cards/hyatt/business
Chase,World of Hyatt Business Credit Card,foreign_tx_fee,No,404 Client Error: Not Found for url: https://creditcards.chase.com/business-credit-cards/hyatt/business,ERROR,https://creditcards.chase.com/business-credit-cards/hyatt/business
Citi,Citi Double Cash,annual_fee,0,Annual Fee 1 Apply Now Get a response in under a minute 1,MISMATCH,https://www.citi.com/credit-cards/citi-double-cash-credit-card
Citi,Citi Double Cash,signup_bonus,200,Get a response in under a minute 1 Important Pricing & Information + Call to apply + $ Cash Back Earn $ cash back after you,MISMATCH,https://www.citi.com/credit-cards/citi-double-cash-credit-card
Citi,Citi Double Cash,minimum_spend_amount,$500,$1,MISMATCH,https://www.citi.com/credit-cards/citi-double-cash-credit-card
Citi,Citi Double Cash,spend_time_frame,3,,MISSING,https://www.citi.com/credit-cards/citi-double-cash-credit-card
Citi,Citi Double Cash,intro_apr_purchase,0% for balance transfers,,MISSING,https://www.citi.com/credit-cards/citi-double-cash-credit-card
Citi,Citi Double Cash,foreign_tx_fee,Yes,,MISSING,https://www.citi.com/credit-cards/citi-double-cash-credit-card
Citi,Citi Custom Cash,annual_fee,0,annual fee 1 Apply Now Get a response in under a minute 1 Important Pricing & Information + Call to apply + 5 % or 1 % Cash Back Earn 5% cash back on your top eligible spend category each billing cycle up to $500,MATCH,https://www.citi.com/credit-cards/citi-custom-cash-credit-card
Citi,Citi Custom Cash,signup_bonus,200,Earn 5% Cash Back | Citi,MISMATCH,https://www.citi.com/credit-cards/citi-custom-cash-credit-card
Citi,Citi Custom Cash,minimum_spend_amount,$500,$500,MATCH,https://www.citi.com/credit-cards/citi-custom-cash-credit-card
Citi,Citi Custom Cash,spend_time_frame,3,,MISSING,https://www.citi.com/credit-cards/citi-custom-cash-credit-card
Citi,Citi Custom Cash,intro_apr_purchase,0% for balance transfers,,MISSING,https://www.citi.com/credit-cards/citi-custom-cash-credit-card
Citi,Citi Custom Cash,foreign_tx_fee,Yes,,MISSING,https://www.citi.com/credit-cards/citi-custom-cash-credit-card
Citi,Citi Strata Premier,annual_fee,95,"Annual Fee 1 Annual Hotel Benefit 2 Apply now This offer may not be available if you leave this page. Offers may vary and this offer may not be available in other places where the card is offered. Bonus ThankYou ® Points are not available if you received a new account bonus for a Citi Premier ® or Citi Strata Premier ® account in the past 48 months or if you converted another Citi credit card account on which you earned a new account bonus in the last 48 months into a Citi Premier ® or Citi Strata Premier ® account. 1 Important Pricing & Information + 2 Additional Information + 10x 10 points per dollar spent on Hotels, Car Rentals and Attractions booked on cititravel.com 2 3x 3 points per dollar spent on Air Travel and Other Hotel Purchases 2 3x 3 points per dollar spent at Restaurants 2 3x 3 points per dollar spent at Supermarkets 2 3x 3 points per dollar spent on Gas & EV Charging Stations 2 1x 1 point per dollar spent on All Other Purchases 2 $100",MISMATCH,https://www.citi.com/credit-cards/citi-strata-premier-credit-card
Citi,Citi Strata Premier,signup_bonus,60000,Earn bonus points after spending $ in the first months 2 Annual Fee 1 Annual Hotel Benefit 2 Apply now This offer may not be,MISMATCH,https://www.citi.com/credit-cards/citi-strata-premier-credit-card
Citi,Citi Strata Premier,minimum_spend_amount,"$3,000",$100,MISMATCH,https://www.citi.com/credit-cards/citi-strata-premier-credit-card
Citi,Citi Strata Premier,spend_time_frame,3,,MISSING,https://www.citi.com/credit-cards/citi-strata-premier-credit-card
Citi,Citi Strata Premier,intro_apr_purchase,,,MISSING,https://www.citi.com/credit-cards/citi-strata-premier-credit-card
Citi,Citi Strata Premier,foreign_tx_fee,No,foreign transaction fees 1 Tap your card with contactless pay S,MISMATCH,https://www.citi.com/credit-cards/citi-strata-premier-credit-card
Citi,Citi AAdvantage Platinum Select World Elite Mastercard,annual_fee,99,"annual fee for the first year, then $99",MATCH,https://creditcards.aa.com/credit-cards/citi-platinum-card-american-airlines-direct/
Citi,Citi AAdvantage Platinum Select World Elite Mastercard,signup_bonus,80000,"EARN 50,000 80,000 BONUS MILES Terms apply Apply Now » AA",MISMATCH,https://creditcards.aa.com/credit-cards/citi-platinum-card-american-airlines-direct/
Citi,Citi AAdvantage Platinum Select World Elite Mastercard,minimum_spend_amount,"$3,500","$3,500",MATCH,https://creditcards.aa.com/credit-cards/citi-platinum-card-american-airlines-direct/
Citi,Citi AAdvantage Platinum Select World Elite Mastercard,spend_time_frame,4,first 4 months,MATCH,https://creditcards.aa.com/credit-cards/citi-platinum-card-american-airlines-direct/
Citi,Citi AAdvantage Platinum Select World Elite Mastercard,intro_apr_purchase,,,MISSING,https://creditcards.aa.com/credit-cards/citi-platinum-card-american-airlines-direct/
Citi,Citi AAdvantage Platinum Select World Elite Mastercard,foreign_tx_fee,No,foreign transaction fees* Shop like a local wherever you go wit,MISMATCH,https://creditcards.aa.com/credit-cards/citi-platinum-card-american-airlines-direct/
Citi,Citi AAdvantage Globe Mastercard,annual_fee,350,Annual fee $350,MATCH,https://creditcards.aa.com/credit-cards/citi-globe-card-american-airlines-direct/
Citi,Citi AAdvantage Globe Mastercard,signup_bonus,90000,"EARN 60,000 90,000 BONUS MILES Terms apply Apply Now » AA",MISMATCH,https://creditcards.aa.com/credit-cards/citi-globe-card-american-airlines-direct/
Citi,Citi AAdvantage Globe Mastercard,minimum_spend_amount,"$5,000","$5,000",MATCH,https://creditcards.aa.com/credit-cards/citi-globe-card-american-airlines-direct/
Citi,Citi AAdvantage Globe Mastercard,spend_time_frame,4,first 4 months,MATCH,https://creditcards.aa.com/credit-cards/citi-globe-card-american-airlines-direct/
Citi,Citi AAdvantage Globe Mastercard,intro_apr_purchase,,,MISSING,https://creditcards.aa.com/credit-cards/citi-globe-card-american-airlines-direct/
Citi,Citi AAdvantage Globe Mastercard,foreign_tx_fee,No,foreign transaction fees* Shop like a local wherever your trave,MISMATCH,https://creditcards.aa.com/credit-cards/citi-globe-card-american-airlines-direct/
Citi,Citi AAdvantage Executive World Elite Mastercard,annual_fee,595,Annual fee $595,MATCH,https://creditcards.aa.com/credit-cards/citi-executive-card-american-airlines-direct/
Citi,Citi AAdvantage Executive World Elite Mastercard,signup_bonus,100000,"EARN 70,000 100,000 BONUS MILES Terms apply Apply Now » AA",MISMATCH,https://creditcards.aa.com/credit-cards/citi-executive-card-american-airlines-direct/
Citi,Citi AAdvantage Executive World Elite Mastercard,minimum_spend_amount,"$10,000","$10,000",MATCH,https://creditcards.aa.com/credit-cards/citi-executive-card-american-airlines-direct/
Citi,Citi AAdvantage Executive World Elite Mastercard,spend_time_frame,3,first 3 months,MATCH,https://creditcards.aa.com/credit-cards/citi-executive-card-american-airlines-direct/
Citi,Citi AAdvantage Executive World Elite Mastercard,intro_apr_purchase,,,MISSING,https://creditcards.aa.com/credit-cards/citi-executive-card-american-airlines-direct/
Citi,Citi AAdvantage Executive World Elite Mastercard,foreign_tx_fee,No,foreign transaction fees * Shop like a local wherever you go wi,MISMATCH,https://creditcards.aa.com/credit-cards/citi-executive-card-american-airlines-direct/
Citi,Citi Strata Elite Credit Card,annual_fee,195,Annual fee 1 Unlock nearly $1,MISMATCH,https://www.citi.com/credit-cards/citi-strata-elite-credit-card
Citi,Citi Strata Elite Credit Card,signup_bonus,80000,"Earn bonus points after spending $ in the first months 2 Annual fee 1 Unlock nearly $1,500 in value Apply now This offer may",MISMATCH,https://www.citi.com/credit-cards/citi-strata-elite-credit-card
Citi,Citi Strata Elite Credit Card,minimum_spend_amount,"$3,000","$1,500",MISMATCH,https://www.citi.com/credit-cards/citi-strata-elite-credit-card
Citi,Citi Strata Elite Credit Card,spend_time_frame,3,,MISSING,https://www.citi.com/credit-cards/citi-strata-elite-credit-card
Citi,Citi Strata Elite Credit Card,intro_apr_purchase,,,MISSING,https://www.citi.com/credit-cards/citi-strata-elite-credit-card
Citi,Citi Strata Elite Credit Card,foreign_tx_fee,No,foreign transaction fees 1 Security and protection Citi ® Quick,MISMATCH,https://www.citi.com/credit-cards/citi-strata-elite-credit-card
Citi,Citi Strata Credit Card,annual_fee,0,Annual Fee 1,MISMATCH,https://www.citi.com/credit-cards/citi-strata-credit-card
Citi,Citi Strata Credit Card,signup_bonus,30000,Earn bonus points after spending $ in the first months 2 $0 Annual fee 1 Low intro APR for months on balance transfers and p,MISMATCH,https://www.citi.com/credit-cards/citi-strata-credit-card
Citi,Citi Strata Credit Card,minimum_spend_amount,"$3,000",$0,MISMATCH,https://www.citi.com/credit-cards/citi-strata-credit-card
Citi,Citi Strata Credit Card,spend_time_frame,3,first 4 months,MISMATCH,https://www.citi.com/credit-cards/citi-strata-credit-card
Citi,Citi Strata Credit Card,intro_apr_purchase,,,MISSING,https://www.citi.com/credit-cards/citi-strata-credit-card
Citi,Citi Strata Credit Card,foreign_tx_fee,No,,MISSING,https://www.citi.com/credit-cards/citi-strata-credit-card
Citi,Citi Diamond Preferred Credit Card,annual_fee,0,"Annual Fee 1 Apply Now Get a response in under a minute 1 Important Pricing & Information + Call to apply + Low Intro APR On Purchases For Months % Intro APR for months on purchases from date of account opening; after that, the variable APR will be % - %, based on your creditworthiness. 1 Low Intro APR On Balance Transfers For Months % Intro APR for months on balance transfers from date of account opening; after that, the variable APR will be % - %, based on your creditworthiness. 1 And more… No annual fee 1 $0",MATCH,https://www.citi.com/credit-cards/citi-diamond-preferred-credit-card
Citi,Citi Diamond Preferred Credit Card,signup_bonus,0,Get a response in under a minute 1 Important Pricing & Information + Call to apply + Low Intro APR On Purchases For Months ,MISMATCH,https://www.citi.com/credit-cards/citi-diamond-preferred-credit-card
Citi,Citi Diamond Preferred Credit Card,minimum_spend_amount,$0,$0,MATCH,https://www.citi.com/credit-cards/citi-diamond-preferred-credit-card
Citi,Citi Diamond Preferred Credit Card,spend_time_frame,0,,MISSING,https://www.citi.com/credit-cards/citi-diamond-preferred-credit-card
Citi,Citi Diamond Preferred Credit Card,intro_apr_purchase,0% for 21 months,,MISSING,https://www.citi.com/credit-cards/citi-diamond-preferred-credit-card
Citi,Citi Diamond Preferred Credit Card,foreign_tx_fee,Yes,,MISSING,https://www.citi.com/credit-cards/citi-diamond-preferred-credit-card
Citi,Citi Simplicity Credit Card,annual_fee,0,"Annual Fee 1 Apply Now Get a response in under a minute 1 Important Pricing & Information + Call to apply + Low intro APR on balance transfers for months % Intro APR for months on balance transfers from date of account opening; after that, the variable APR will be % - % , based on your creditworthiness. 1 Low intro APR on purchases for months % Intro APR for months on purchases from date of account opening; after that, the variable APR will be % - % , based on your creditworthiness. 1 And more… No annual fee 1 No late fees 1 No penalty rate 1 $0",MATCH,https://www.citi.com/credit-cards/citi-simplicity-credit-card
Citi,Citi Simplicity Credit Card,signup_bonus,0,Get a response in under a minute 1 Important Pricing & Information + Call to apply + Low intro APR on balance transfers for,MISMATCH,https://www.citi.com/credit-cards/citi-simplicity-credit-card
Citi,Citi Simplicity Credit Card,minimum_spend_amount,$0,$0,MATCH,https://www.citi.com/credit-cards/citi-simplicity-credit-card
Citi,Citi Simplicity Credit Card,spend_time_frame,0,,MISSING,https://www.citi.com/credit-cards/citi-simplicity-credit-card
Citi,Citi Simplicity Credit Card,intro_apr_purchase,0% for 21 months,,MISSING,https://www.citi.com/credit-cards/citi-simplicity-credit-card
Citi,Citi Simplicity Credit Card,foreign_tx_fee,Yes,,MISSING,https://www.citi.com/credit-cards/citi-simplicity-credit-card
Citi,Citi AAdvantage MileUp Card,annual_fee,0,annual fee credit card* Bonus miles earned after $500,MATCH,https://creditcards.aa.com/credit-cards/citi-mileup-card-american-airlines-direct/
Citi,Citi AAdvantage MileUp Card,signup_bonus,15000,"EARN 15,000 BONUS MILES Terms apply Apply Now » AA",MISMATCH,https://creditcards.aa.com/credit-cards/citi-mileup-card-american-airlines-direct/
Citi,Citi AAdvantage MileUp Card,minimum_spend_amount,$500,$500,MATCH,https://creditcards.aa.com/credit-cards/citi-mileup-card-american-airlines-direct/
Citi,Citi AAdvantage MileUp Card,spend_time_frame,3,first 3 months,MATCH,https://creditcards.aa.com/credit-cards/citi-mileup-card-american-airlines-direct/
Citi,Citi AAdvantage MileUp Card,intro_apr_purchase,,,MISSING,https://creditcards.aa.com/credit-cards/citi-mileup-card-american-airlines-direct/
Citi,Citi AAdvantage MileUp Card,foreign_tx_fee,No,,MISSING,https://creditcards.aa.com/credit-cards/citi-mileup-card-american-airlines-direct/
Citi,Citi Secured Mastercard,annual_fee,0,"annual fee 1 Apply Now Get a response in under a minute 1 Important Pricing & Information + How it works This is a great fit if you want to establish your credit. Make everyday purchases and pay your bill on time. With a secured credit card, once you are approved, you'll provide a security deposit, between $200",MATCH,https://www.citi.com/credit-cards/citi-secured-credit-card
Citi,Citi Secured Mastercard,signup_bonus,0,Get a response in under a minute 1 Important Pricing & Information + How it works This is a great fit if you want to establ,MISMATCH,https://www.citi.com/credit-cards/citi-secured-credit-card
Citi,Citi Secured Mastercard,minimum_spend_amount,$0,$200,MISMATCH,https://www.citi.com/credit-cards/citi-secured-credit-card
Citi,Citi Secured Mastercard,spend_time_frame,0,,MISSING,https://www.citi.com/credit-cards/citi-secured-credit-card
Citi,Citi Secured Mastercard,intro_apr_purchase,,,MISSING,https://www.citi.com/credit-cards/citi-secured-credit-card
Citi,Citi Secured Mastercard,foreign_tx_fee,Yes,,MISSING,https://www.citi.com/credit-cards/citi-secured-credit-card
Citi,Costco Anywhere Visa Business Card by Citi,annual_fee,0,"annual fee 1 with your active/paid Costco membership. And more… Damage & theft purchase protection* No foreign transaction fees 1 Lost baggage protection* Travel and emergency assistance** Worldwide car rental insurance* Travel accident insurance* Roadside assistance dispatch service** Purchase Rate: % - % variable APR , based on your creditworthiness 1 . Use the Costco Anywhere Visa card as your Costco membership ID. Redeeming Costco Cash Rewards: Cash back will be provided as an annual credit card reward certificate in February billing statements, redeemable for cash or merchandise at U.S. Costco warehouses. *Certain terms, limitations, and exclusions apply. These benefits are included as a part of the Citi ® / Costco Card and are underwritten by Virginia Surety Company, Inc. More information will be provided in your Guide to Protection Benefits if you are approved for the card. **Certain terms, limitations, and exclusions apply. These benefits are included as a part of the Citi ® / Costco Card and are administered by a third-party provider. More information will be provided in your Guide to Protection Benefits if you are approved for the card. This offer may not be available if you leave this page. Offers may vary and this offer may not be available in other places where the card is offered. 2 Additional Information + Frequently Asked Questions Call to apply + Apply Now BUSINESS CREDIT CARD REWARDS AND PROGRAM DETAILS Start rewarding your hard work today with cash back rewards on purchases anywhere Visa ® is accepted with the Costco Anywhere Visa ® Business Card by Citi, the only business credit card designed exclusively for Costco members. Earn cash back rewards and take advantage of perks for eligible travel and gas. ON GAS AT COSTCO ON OTHER ELIGIBLE GAS AND EV CHARGING 5% and 4% earn is on a combined $7",MISMATCH,https://www.citi.com/credit-cards/citi-costco-anywhere-visa-business-credit-card
Citi,Costco Anywhere Visa Business Card by Citi,signup_bonus,0,Get a response in under a minute 1 Important Pricing & Information + Call to apply + 5 % or 4 % Cash Back Earn 5% cash back,MISMATCH,https://www.citi.com/credit-cards/citi-costco-anywhere-visa-business-credit-card
Citi,Costco Anywhere Visa Business Card by Citi,minimum_spend_amount,$0,"$7,000",MISMATCH,https://www.citi.com/credit-cards/citi-costco-anywhere-visa-business-credit-card
Citi,Costco Anywhere Visa Business Card by Citi,spend_time_frame,0,within 120 days,MATCH,https://www.citi.com/credit-cards/citi-costco-anywhere-visa-business-credit-card
Citi,Costco Anywhere Visa Business Card by Citi,intro_apr_purchase,,,MISSING,https://www.citi.com/credit-cards/citi-costco-anywhere-visa-business-credit-card
Citi,Costco Anywhere Visa Business Card by Citi,foreign_tx_fee,Yes,foreign transaction fees 1 Lost baggage protection* Travel and ,MISMATCH,https://www.citi.com/credit-cards/citi-costco-anywhere-visa-business-credit-card
Citi,Citi AAdvantage Business World Elite Mastercard,annual_fee,99,"annual fee for the first year, then $99",MATCH,https://creditcards.aa.com/credit-cards/citi-business-card-american-airlines-direct/
Citi,Citi AAdvantage Business World Elite Mastercard,signup_bonus,65000,"EARN 65,000 BONUS MILES Terms apply Apply Now » AA",MISMATCH,https://creditcards.aa.com/credit-cards/citi-business-card-american-airlines-direct/
Citi,Citi AAdvantage Business World Elite Mastercard,minimum_spend_amount,"$4,000","$4,000",MATCH,https://creditcards.aa.com/credit-cards/citi-business-card-american-airlines-direct/
Citi,Citi AAdvantage Business World Elite Mastercard,spend_time_frame,4,first 4 months,MATCH,https://creditcards.aa.com/credit-cards/citi-business-card-american-airlines-direct/
Citi,Citi AAdvantage Business World Elite Mastercard,intro_apr_purchase,,,MISSING,https://creditcards.aa.com/credit-cards/citi-business-card-american-airlines-direct/
Citi,Citi AAdvantage Business World Elite Mastercard,foreign_tx_fee,No,foreign transaction fees * Shop like a local wherever you go wi,MISMATCH,https://creditcards.aa.com/credit-cards/citi-business-card-american-airlines-direct/
Capital One,Capital One Quicksilver,annual_fee,0,,MISSING,https://www.capitalone.com/credit-cards/quicksilver/
Capital One,Capital One Quicksilver,signup_bonus,200,Earn Cash Back | Capital One Skip to main content Sign In Credit Cards Checking & Savings Auto Business Commercial Benefits ,MISMATCH,https://www.capitalone.com/credit-cards/quicksilver/
Capital One,Capital One Quicksilver,minimum_spend_amount,$500,$100,MISMATCH,https://www.capitalone.com/credit-cards/quicksilver/
Capital One,Capital One Quicksilver,spend_time_frame,3,within 10 days,MISMATCH,https://www.capitalone.com/credit-cards/quicksilver/
Capital One,Capital One Quicksilver,intro_apr_purchase,0% for 15 months,,MISSING,https://www.capitalone.com/credit-cards/quicksilver/
Capital One,Capital One Quicksilver,foreign_tx_fee,Yes,,MISSING,https://www.capitalone.com/credit-cards/quicksilver/
Capital One,Capital One SavorOne,annual_fee,0,annual fee. 1 Find out if youâre pre-approved with no risk to your credit score . See if Iâm Pre-Approved Apply Now View important rates and disclosures Rewards terms Credit Level: FAIR Reviews not yet available Find out if youâre pre-approved with no risk to your credit score . See if Iâm Pre-Approved Apply Now View important rates and disclosures Rewards terms Enjoy these benefits with SavorOne MAXIMIZE YOUR CASH BACK Slide the bars to reveal your earning potential 6 Grocery Stores & Dining 3% cash back Monthly Spending $200,MATCH,https://www.capitalone.com/credit-cards/savorone/
Capital One,Capital One SavorOne,signup_bonus,200,earn More Checking & Savings Savings 360 Performance Savingsâ¢ Competitive rate with no fees 360 CDsÂ® Fixed-rate savings f,MISMATCH,https://www.capitalone.com/credit-cards/savorone/
Capital One,Capital One SavorOne,minimum_spend_amount,$500,$100,MISMATCH,https://www.capitalone.com/credit-cards/savorone/
Capital One,Capital One SavorOne,spend_time_frame,3,,MISSING,https://www.capitalone.com/credit-cards/savorone/
Capital One,Capital One SavorOne,intro_apr_purchase,0% for 15 months,,MISSING,https://www.capitalone.com/credit-cards/savorone/
Capital One,Capital One SavorOne,foreign_tx_fee,Yes,,MISSING,https://www.capitalone.com/credit-cards/savorone/
Capital One,Capital One Venture,annual_fee,95,ANNUAL FEE $95,MATCH,https://www.capitalone.com/credit-cards/venture/
Capital One,Capital One Venture,signup_bonus,75000,earn More Checking & Savings Savings 360 Performance Savingsâ¢ Competitive rate with no fees 360 CDsÂ® Fixed-rate savings f,MISMATCH,https://www.capitalone.com/credit-cards/venture/
Capital One,Capital One Venture,minimum_spend_amount,"$4,000",$100,MISMATCH,https://www.capitalone.com/credit-cards/venture/
Capital One,Capital One Venture,spend_time_frame,3,first 3 months,MATCH,https://www.capitalone.com/credit-cards/venture/
Capital One,Capital One Venture,intro_apr_purchase,,,MISSING,https://www.capitalone.com/credit-cards/venture/
Capital One,Capital One Venture,foreign_tx_fee,No,foreign transaction fees and no blackout dates EXPLORE VENTURE ,MATCH,https://www.capitalone.com/credit-cards/venture/
Capital One,Capital One Venture X,annual_fee,395,Annual Fee $395,MATCH,https://www.capitalone.com/credit-cards/venture-x/
Capital One,Capital One Venture X,signup_bonus,75000,earn More Checking & Savings Savings 360 Performance Savingsâ¢ Competitive rate with no fees 360 CDsÂ® Fixed-rate savings f,MISMATCH,https://www.capitalone.com/credit-cards/venture-x/
Capital One,Capital One Venture X,minimum_spend_amount,"$4,000",$100,MISMATCH,https://www.capitalone.com/credit-cards/venture-x/
Capital One,Capital One Venture X,spend_time_frame,3,within 10 days,MISMATCH,https://www.capitalone.com/credit-cards/venture-x/
Capital One,Capital One Venture X,intro_apr_purchase,,,MISSING,https://www.capitalone.com/credit-cards/venture-x/
Capital One,Capital One Venture X,foreign_tx_fee,No,,MISSING,https://www.capitalone.com/credit-cards/venture-x/
