issuer,card_name,field,csv_value,website_value,status,source_url
Chase,Chase Freedom Unlimited,annual_fee,0,Annual Fee (14) Opens No Annual Fee page in the same window. Opens in the same window No Foreign Transaction Fee (30) Opens No Foreign Transaction Fee page in the same window. Opens in the same window 0% Intro APR (5) Opens 0% Intro APR page in the same window. Opens in the same window Visa (34) Opens Visa page in the same window. Opens in the same window MasterCard (7) Opens MasterCard page in the same window. Opens in the same window New to Credit Opens New to Credit page in the same window. Opens in the same window Wholesale Club Visa Card Acceptance (17) Opens Wholesale Club Visa Card Acceptance page in the same window. Opens in the same window EMV Cards with Chip (41) Opens EMV Cards with Chip page in the same window. Opens in the same window Card Brands Chase Sapphire ® (3) Opens Chase Sapphire brands page in the same window. Opens in the same window Chase Freedom ® (3) Opens Chase Freedom brands page in the same window. Opens in the same window Slate Opens Chase Slate page in the same window. Opens in the same window Southwest (5) Opens Southwest brands page in the same window. Opens in the same window United (6) Opens United brands page in the same window. Opens in the same window Marriott Bonvoy ® (3) Opens Marriott Bonvoy brands page in the same window. Opens in the same window Avios (3) Opens Avios brands page in the same window. Opens in the same window Disney ® (3) Opens Disney brands page in the same window. Opens in the same window IHG ® (3) Opens IHG brands page in the same window. Opens in the same window World of Hyatt (2) Opens World of Hyatt brands page in the same window. Opens in the same window Chase for Business (5) Opens Ink Business brands page in the same window. Opens in the same window Amazon (2) Opens Amazon brands page in the same window. Opens in the same window Aeroplan Opens Aeroplan page in the same window. Opens in the same window Door Dash Opens DoorDash page in the same window. Opens in the same window Instacart Opens DoorDash page in the same window. Opens in the same window Compare Cards Opens in the same window Opens in the same window Credit Card Education Opens in a new window Opens in a new window More Chase Products Checking Opens Chase.com checking in a new window Opens in a new window Savings Opens Chase.com savings in a new window Opens in a new window CDs Opens Chase.com CDs in a new window Opens in a new window Auto Opens Chase.com auto loans in a new window Opens in a new window Mortgage Opens Chase.com mortgage in a new window Opens in a new window Home equity Opens Chase.com home equity in a new window Opens in a new window Investing Opens Chase.com investing in a new window Opens in a new window Business banking Opens Chase.com business banking in a new window Opens in a new window Commercial banking Opens Chase.com commercial banking in a new window Opens in a new window CONNECT WITH CHASE Find ATM & Branch Opens Chase ATM and branch locator in a new window Opens in a new window Customer Service Open Customer Service in new window Opens in a new window Give Feedback Give Feedback opens overlay Opens in a new window Schedule a meeting Opens in a new window Opens in a new window About Chase Opens in a new window Opens in a new window J.P. Morgan Opens in a new window Opens in a new window JPMorgan Chase & Co. Opens in a new window Opens in a new window Careers Opens in a new window Opens in a new window SAFE Act: Chase Mortgage Loan Originators Opens in a new window Opens in a new window Fair Lending Opens in a new window Opens in a new window close navigation Skip to main content Skip Side Menu Opens in the same window Side menu ends Opens Marketplace homepage in the same window Opens Marketplace homepage in the same window Sign in Opens Chase account sign in within a new window Chase Freedom Unlimited ® Credit Card Apply Now Sign in to apply faster Opens in a new window Apply as a guest Opens in a new window * Offer details Opens offer details overlay. † Pricing & Terms Opens pricing and terms in new window. Main Content Begins Credit Cards home Opens home page in the same window. Chase Freedom Unlimited ® Credit Card $200,MATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/unlimited
Chase,Chase Freedom Unlimited,signup_bonus,200,Earn a $200 bonus Earn a $200 bonus after you spend $500 on purchases in the first 3 months from account opening,MATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/unlimited
Chase,Chase Freedom Unlimited,minimum_spend_amount,$500,$200,MISMATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/unlimited
Chase,Chase Freedom Unlimited,spend_time_frame,3,first 3 months,MATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/unlimited
Chase,Chase Freedom Unlimited,intro_apr_purchase,0% for 15 months,0% Intro APR (5) Opens 0% Intro APR page in the same window,MISMATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/unlimited
Chase,Chase Freedom Unlimited,foreign_tx_fee,Yes,Foreign Transaction Fee (30) Opens No Foreign Transaction Fee p,MISMATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/unlimited
Chase,Chase Freedom Flex,annual_fee,0,Annual Fee (14) Opens No Annual Fee page in the same window. No Foreign Transaction Fee (30) Opens No Foreign Transaction Fee page in the same window. 0% Intro APR (5) Opens 0% Intro APR page in the same window. Visa (34) Opens Visa page in the same window. MasterCard (7) Opens MasterCard page in the same window. New to Credit Opens New to Credit page in the same window. Wholesale Club Visa Card Acceptance (17) Opens Wholesale Club Visa Card Acceptance page in the same window. EMV Cards with Chip (41) Opens EMV Cards with Chip page in the same window. Card Brands Chase Sapphire (3) Opens Chase Sapphire brands page in the same window. Chase Freedom (3) Opens Chase Freedom brands page in the same window. Slate Opens Chase Slate page in the same window. Southwest (5) Opens Southwest brands page in the same window. United (6) Opens United brands page in the same window. Marriott Bonvoy (3) Opens Marriott Bonvoy brands page in the same window. Avios (3) Opens Avios brands page in the same window. Disney (3) Opens Disney brands page in the same window. IHG (3) Opens IHG brands page in the same window. World of Hyatt (2) Opens World of Hyatt brands page in the same window. Chase for Business (5) Opens Chase for Business page in the same window. Amazon (2) Opens Amazon brands page in the same window. Aeroplan Opens Aeroplan page in the same window. DoorDash Opens DoorDash page in the same window. Instacart Opens DoorDash page in the same window. Compare Cards Opens in the same window Credit Card Education Opens in a new window More Chase Products Checking Opens Chase.com checking in a new window Savings Opens Chase.com savings in a new window CDs Opens Chase.com CDs in a new window Auto Opens Chase.com auto loans in a new window Mortgage Opens Chase.com mortgage in a new window Home equity Opens Chase.com home equity in a new window Investing Opens Chase.com investing in a new window Business banking Opens Chase.com business banking in a new window Commercial banking Opens Chase.com commercial banking in a new window CONNECT WITH CHASE Find ATM & Branch Opens Chase ATM and branch locator in a new window Customer Service Open Customer Service in new window Give Feedback Give Feedback opens overlay Schedule a meeting Opens in a new window About Chase Opens in a new window J.P. Morgan Opens in a new window JPMorgan Chase & Co. Opens in a new window Careers Opens in a new window SAFE Act: Chase Mortgage Loan Originators Opens in a new window Fair Lending Opens in a new window close navigation Main content begins Opens new credit card offers and promotions in the same window Credit Cards home Opens home page in the same window. Chase Freedom Flex ® Credit Card $200,MATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/flex
Chase,Chase Freedom Flex,signup_bonus,200,Earn a $200 bonus Earn a $200 bonus after you spend $500 on purchases in the first 3 months from account opening,MATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/flex
Chase,Chase Freedom Flex,minimum_spend_amount,$500,$200,MISMATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/flex
Chase,Chase Freedom Flex,spend_time_frame,3,first 3 months,MATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/flex
Chase,Chase Freedom Flex,intro_apr_purchase,0% for 15 months,0% Intro APR (5) Opens 0% Intro APR page in the same window,MISMATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/flex
Chase,Chase Freedom Flex,foreign_tx_fee,Yes,Foreign Transaction Fee (30) Opens No Foreign Transaction Fee p,MISMATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/flex
Chase,Chase Amazon Prime Visa,annual_fee,0,404 Client Error: Not Found for url: https://creditcards.chase.com/cash-back-credit-cards/amazon/prime,ERROR,https://creditcards.chase.com/cash-back-credit-cards/amazon/prime
Chase,Chase Amazon Prime Visa,signup_bonus,150,404 Client Error: Not Found for url: https://creditcards.chase.com/cash-back-credit-cards/amazon/prime,ERROR,https://creditcards.chase.com/cash-back-credit-cards/amazon/prime
Chase,Chase Amazon Prime Visa,minimum_spend_amount,$0,404 Client Error: Not Found for url: https://creditcards.chase.com/cash-back-credit-cards/amazon/prime,ERROR,https://creditcards.chase.com/cash-back-credit-cards/amazon/prime
Chase,Chase Amazon Prime Visa,spend_time_frame,0,404 Client Error: Not Found for url: https://creditcards.chase.com/cash-back-credit-cards/amazon/prime,ERROR,https://creditcards.chase.com/cash-back-credit-cards/amazon/prime
Chase,Chase Amazon Prime Visa,intro_apr_purchase,,404 Client Error: Not Found for url: https://creditcards.chase.com/cash-back-credit-cards/amazon/prime,ERROR,https://creditcards.chase.com/cash-back-credit-cards/amazon/prime
Chase,Chase Amazon Prime Visa,foreign_tx_fee,No,404 Client Error: Not Found for url: https://creditcards.chase.com/cash-back-credit-cards/amazon/prime,ERROR,https://creditcards.chase.com/cash-back-credit-cards/amazon/prime
Chase,Chase Freedom Rise,annual_fee,0,Annual Fee (14) Opens No Annual Fee page in the same window. No Foreign Transaction Fee (30) Opens No Foreign Transaction Fee page in the same window. 0% Intro APR (5) Opens 0% Intro APR page in the same window. Visa (34) Opens Visa page in the same window. MasterCard (7) Opens MasterCard page in the same window. New to Credit Opens New to Credit page in the same window. Wholesale Club Visa Card Acceptance (17) Opens Wholesale Club Visa Card Acceptance page in the same window. EMV Cards with Chip (41) Opens EMV Cards with Chip page in the same window. Card Brands Chase Sapphire (3) Opens Chase Sapphire brands page in the same window. Chase Freedom (3) Opens Chase Freedom brands page in the same window. Slate Opens Chase Slate page in the same window. Southwest (5) Opens Southwest brands page in the same window. United (6) Opens United brands page in the same window. Marriott Bonvoy (3) Opens Marriott Bonvoy brands page in the same window. Avios (3) Opens Avios brands page in the same window. Disney (3) Opens Disney brands page in the same window. IHG (3) Opens IHG brands page in the same window. World of Hyatt (2) Opens World of Hyatt brands page in the same window. Chase for Business (5) Opens Chase for Business page in the same window. Amazon (2) Opens Amazon brands page in the same window. Aeroplan Opens Aeroplan page in the same window. DoorDash Opens DoorDash page in the same window. Instacart Opens DoorDash page in the same window. Compare Cards Opens in the same window Credit Card Education Opens in a new window More Chase Products Checking Opens Chase.com checking in a new window Savings Opens Chase.com savings in a new window CDs Opens Chase.com CDs in a new window Auto Opens Chase.com auto loans in a new window Mortgage Opens Chase.com mortgage in a new window Home equity Opens Chase.com home equity in a new window Investing Opens Chase.com investing in a new window Business banking Opens Chase.com business banking in a new window Commercial banking Opens Chase.com commercial banking in a new window CONNECT WITH CHASE Find ATM & Branch Opens Chase ATM and branch locator in a new window Customer Service Open Customer Service in new window Give Feedback Give Feedback opens overlay Schedule a meeting Opens in a new window About Chase Opens in a new window J.P. Morgan Opens in a new window JPMorgan Chase & Co. Opens in a new window Careers Opens in a new window SAFE Act: Chase Mortgage Loan Originators Opens in a new window Fair Lending Opens in a new window close navigation Main content begins Opens new credit card offers and promotions in the same window Credit Cards home Opens home page in the same window. Chase Freedom Rise ® Credit Card 1.5% cash back on all purchases * $25,MATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/rise
Chase,Chase Freedom Rise,signup_bonus,0,"Earning in the Rewards Program: ""Cash Back rewards"" are the rewards you earn under the program",MISMATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/rise
Chase,Chase Freedom Rise,minimum_spend_amount,$0,$25,MISMATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/rise
Chase,Chase Freedom Rise,spend_time_frame,0,First 3 Months,MISMATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/rise
Chase,Chase Freedom Rise,intro_apr_purchase,,0% Intro APR (5) Opens 0% Intro APR page in the same window,MISSING,https://creditcards.chase.com/cash-back-credit-cards/freedom/rise
Chase,Chase Freedom Rise,foreign_tx_fee,Yes,Foreign Transaction Fee (30) Opens No Foreign Transaction Fee p,MISMATCH,https://creditcards.chase.com/cash-back-credit-cards/freedom/rise
Chase,Chase Sapphire Preferred,annual_fee,95,"Annual Fee (14) Opens No Annual Fee page in the same window. No Foreign Transaction Fee (30) Opens No Foreign Transaction Fee page in the same window. 0% Intro APR (5) Opens 0% Intro APR page in the same window. Visa (34) Opens Visa page in the same window. MasterCard (7) Opens MasterCard page in the same window. New to Credit Opens New to Credit page in the same window. Wholesale Club Visa Card Acceptance (17) Opens Wholesale Club Visa Card Acceptance page in the same window. EMV Cards with Chip (41) Opens EMV Cards with Chip page in the same window. Card Brands Chase Sapphire (3) Opens Chase Sapphire brands page in the same window. Chase Freedom (3) Opens Chase Freedom brands page in the same window. Slate Opens Chase Slate page in the same window. Southwest (5) Opens Southwest brands page in the same window. United (6) Opens United brands page in the same window. Marriott Bonvoy (3) Opens Marriott Bonvoy brands page in the same window. Avios (3) Opens Avios brands page in the same window. Disney (3) Opens Disney brands page in the same window. IHG (3) Opens IHG brands page in the same window. World of Hyatt (2) Opens World of Hyatt brands page in the same window. Chase for Business (5) Opens Chase for Business page in the same window. Amazon (2) Opens Amazon brands page in the same window. Aeroplan Opens Aeroplan page in the same window. DoorDash Opens DoorDash page in the same window. Instacart Opens DoorDash page in the same window. Compare Cards Opens in the same window Credit Card Education Opens in a new window More Chase Products Checking Opens Chase.com checking in a new window Savings Opens Chase.com savings in a new window CDs Opens Chase.com CDs in a new window Auto Opens Chase.com auto loans in a new window Mortgage Opens Chase.com mortgage in a new window Home equity Opens Chase.com home equity in a new window Investing Opens Chase.com investing in a new window Business banking Opens Chase.com business banking in a new window Commercial banking Opens Chase.com commercial banking in a new window CONNECT WITH CHASE Find ATM & Branch Opens Chase ATM and branch locator in a new window Customer Service Open Customer Service in new window Give Feedback Give Feedback opens overlay Schedule a meeting Opens in a new window About Chase Opens in a new window J.P. Morgan Opens in a new window JPMorgan Chase & Co. Opens in a new window Careers Opens in a new window SAFE Act: Chase Mortgage Loan Originators Opens in a new window Fair Lending Opens in a new window close navigation Main content begins Opens new credit card offers and promotions in the same window Credit Cards home Opens home page in the same window. Chase Sapphire Preferred ® Credit Card Earn 75,000 bonus points * 5X on Chase Travel * 3X on dining * NEW CARDMEMBER OFFER Earn 75,000 bonus points after you spend $5",MISMATCH,https://creditcards.chase.com/rewards-credit-cards/sapphire/preferred
Chase,Chase Sapphire Preferred,signup_bonus,75000,"Earn 75,000 bonus points * 5X on Chase Travel * 3X on dining * NEW CARDMEMBER OFFER Earn 75,000 bonus points after you spend",MISMATCH,https://creditcards.chase.com/rewards-credit-cards/sapphire/preferred
Chase,Chase Sapphire Preferred,minimum_spend_amount,"$5,000","$5,000",MATCH,https://creditcards.chase.com/rewards-credit-cards/sapphire/preferred
Chase,Chase Sapphire Preferred,spend_time_frame,3,first 3 months,MATCH,https://creditcards.chase.com/rewards-credit-cards/sapphire/preferred
Chase,Chase Sapphire Preferred,intro_apr_purchase,,0% Intro APR (5) Opens 0% Intro APR page in the same window,MISSING,https://creditcards.chase.com/rewards-credit-cards/sapphire/preferred
Chase,Chase Sapphire Preferred,foreign_tx_fee,No,Foreign Transaction Fee (30) Opens No Foreign Transaction Fee p,MATCH,https://creditcards.chase.com/rewards-credit-cards/sapphire/preferred
Chase,Chase Sapphire Reserve,annual_fee,795,"Annual Fee (14) Opens No Annual Fee page in the same window. No Foreign Transaction Fee (30) Opens No Foreign Transaction Fee page in the same window. 0% Intro APR (5) Opens 0% Intro APR page in the same window. Visa (34) Opens Visa page in the same window. MasterCard (7) Opens MasterCard page in the same window. New to Credit Opens New to Credit page in the same window. Wholesale Club Visa Card Acceptance (17) Opens Wholesale Club Visa Card Acceptance page in the same window. EMV Cards with Chip (41) Opens EMV Cards with Chip page in the same window. Card Brands Chase Sapphire (3) Opens Chase Sapphire brands page in the same window. Chase Freedom (3) Opens Chase Freedom brands page in the same window. Slate Opens Chase Slate page in the same window. Southwest (5) Opens Southwest brands page in the same window. United (6) Opens United brands page in the same window. Marriott Bonvoy (3) Opens Marriott Bonvoy brands page in the same window. Avios (3) Opens Avios brands page in the same window. Disney (3) Opens Disney brands page in the same window. IHG (3) Opens IHG brands page in the same window. World of Hyatt (2) Opens World of Hyatt brands page in the same window. Chase for Business (5) Opens Chase for Business page in the same window. Amazon (2) Opens Amazon brands page in the same window. Aeroplan Opens Aeroplan page in the same window. DoorDash Opens DoorDash page in the same window. Instacart Opens DoorDash page in the same window. Compare Cards Opens in the same window Credit Card Education Opens in a new window More Chase Products Checking Opens Chase.com checking in a new window Savings Opens Chase.com savings in a new window CDs Opens Chase.com CDs in a new window Auto Opens Chase.com auto loans in a new window Mortgage Opens Chase.com mortgage in a new window Home equity Opens Chase.com home equity in a new window Investing Opens Chase.com investing in a new window Business banking Opens Chase.com business banking in a new window Commercial banking Opens Chase.com commercial banking in a new window CONNECT WITH CHASE Find ATM & Branch Opens Chase ATM and branch locator in a new window Customer Service Open Customer Service in new window Give Feedback Give Feedback opens overlay Schedule a meeting Opens in a new window About Chase Opens in a new window J.P. Morgan Opens in a new window JPMorgan Chase & Co. Opens in a new window Careers Opens in a new window SAFE Act: Chase Mortgage Loan Originators Opens in a new window Fair Lending Opens in a new window close navigation Main content begins Opens new credit card offers and promotions in the same window Credit Cards home Opens home page in the same window. The New Chase Sapphire Reserve ® Credit Card Now even more rewarding. Earn 125,000 points after you spend $6",MISMATCH,https://creditcards.chase.com/rewards-credit-cards/sapphire/reserve
Chase,Chase Sapphire Reserve,signup_bonus,125000,"Earn 125,000 points after you spend $6,000 in purchases in the first 3 months from account opening * $2,500 value of 125,000",MISMATCH,https://creditcards.chase.com/rewards-credit-cards/sapphire/reserve
Chase,Chase Sapphire Reserve,minimum_spend_amount,"$6,000","$6,000",MATCH,https://creditcards.chase.com/rewards-credit-cards/sapphire/reserve
Chase,Chase Sapphire Reserve,spend_time_frame,3,first 3 months,MATCH,https://creditcards.chase.com/rewards-credit-cards/sapphire/reserve
Chase,Chase Sapphire Reserve,intro_apr_purchase,,0% Intro APR (5) Opens 0% Intro APR page in the same window,MISSING,https://creditcards.chase.com/rewards-credit-cards/sapphire/reserve
Chase,Chase Sapphire Reserve,foreign_tx_fee,No,Foreign Transaction Fee (30) Opens No Foreign Transaction Fee p,MATCH,https://creditcards.chase.com/rewards-credit-cards/sapphire/reserve
Chase,Chase Ink Cash,annual_fee,0,Annual Fee (14) Opens No Annual Fee page in the same window. No Foreign Transaction Fee (30) Opens No Foreign Transaction Fee page in the same window. 0% Intro APR (5) Opens 0% Intro APR page in the same window. Visa (34) Opens Visa page in the same window. MasterCard (7) Opens MasterCard page in the same window. New to Credit Opens New to Credit page in the same window. Wholesale Club Visa Card Acceptance (17) Opens Wholesale Club Visa Card Acceptance page in the same window. EMV Cards with Chip (41) Opens EMV Cards with Chip page in the same window. Card Brands Chase Sapphire (3) Opens Chase Sapphire brands page in the same window. Chase Freedom (3) Opens Chase Freedom brands page in the same window. Slate Opens Chase Slate page in the same window. Southwest (5) Opens Southwest brands page in the same window. United (6) Opens United brands page in the same window. Marriott Bonvoy (3) Opens Marriott Bonvoy brands page in the same window. Avios (3) Opens Avios brands page in the same window. Disney (3) Opens Disney brands page in the same window. IHG (3) Opens IHG brands page in the same window. World of Hyatt (2) Opens World of Hyatt brands page in the same window. Chase for Business (5) Opens Chase for Business page in the same window. Amazon (2) Opens Amazon brands page in the same window. Aeroplan Opens Aeroplan page in the same window. DoorDash Opens DoorDash page in the same window. Instacart Opens DoorDash page in the same window. Compare Cards Opens in the same window Credit Card Education Opens in a new window More Chase Products Checking Opens Chase.com checking in a new window Savings Opens Chase.com savings in a new window CDs Opens Chase.com CDs in a new window Auto Opens Chase.com auto loans in a new window Mortgage Opens Chase.com mortgage in a new window Home equity Opens Chase.com home equity in a new window Investing Opens Chase.com investing in a new window Business banking Opens Chase.com business banking in a new window Commercial banking Opens Chase.com commercial banking in a new window CONNECT WITH CHASE Find ATM & Branch Opens Chase ATM and branch locator in a new window Customer Service Open Customer Service in new window Give Feedback Give Feedback opens overlay Schedule a meeting Opens in a new window About Chase Opens in a new window J.P. Morgan Opens in a new window JPMorgan Chase & Co. Opens in a new window Careers Opens in a new window SAFE Act: Chase Mortgage Loan Originators Opens in a new window Fair Lending Opens in a new window close navigation Main content begins Opens new credit card offers and promotions in the same window Credit Cards home Opens home page in the same window Ink Business Cash ® Credit Card Sign in to apply faster Opens in a new window Apply as a guest Opens in a new window * Offer Details Opens offer details overlay. † Pricing & Terms Opens pricing and terms in new window. NEW CARDMEMBER OFFER Earn $750,MATCH,https://creditcards.chase.com/business-credit-cards/ink/cash
Chase,Chase Ink Cash,signup_bonus,750,"Earn $750 bonus cash back after you spend $6,000 on purchases in the first 3 months after account opening",MATCH,https://creditcards.chase.com/business-credit-cards/ink/cash
Chase,Chase Ink Cash,minimum_spend_amount,"$6,000",$750,MISMATCH,https://creditcards.chase.com/business-credit-cards/ink/cash
Chase,Chase Ink Cash,spend_time_frame,3,first 3 months,MATCH,https://creditcards.chase.com/business-credit-cards/ink/cash
Chase,Chase Ink Cash,intro_apr_purchase,0% for 12 months,0% Intro APR (5) Opens 0% Intro APR page in the same window,MISMATCH,https://creditcards.chase.com/business-credit-cards/ink/cash
Chase,Chase Ink Cash,foreign_tx_fee,No,Foreign Transaction Fee (30) Opens No Foreign Transaction Fee p,MATCH,https://creditcards.chase.com/business-credit-cards/ink/cash
Chase,Chase Ink Unlimited,annual_fee,0,Annual Fee (14) Opens No Annual Fee page in the same window. No Foreign Transaction Fee (30) Opens No Foreign Transaction Fee page in the same window. 0% Intro APR (5) Opens 0% Intro APR page in the same window. Visa (34) Opens Visa page in the same window. MasterCard (7) Opens MasterCard page in the same window. New to Credit Opens New to Credit page in the same window. Wholesale Club Visa Card Acceptance (17) Opens Wholesale Club Visa Card Acceptance page in the same window. EMV Cards with Chip (41) Opens EMV Cards with Chip page in the same window. Card Brands Chase Sapphire (3) Opens Chase Sapphire brands page in the same window. Chase Freedom (3) Opens Chase Freedom brands page in the same window. Slate Opens Chase Slate page in the same window. Southwest (5) Opens Southwest brands page in the same window. United (6) Opens United brands page in the same window. Marriott Bonvoy (3) Opens Marriott Bonvoy brands page in the same window. Avios (3) Opens Avios brands page in the same window. Disney (3) Opens Disney brands page in the same window. IHG (3) Opens IHG brands page in the same window. World of Hyatt (2) Opens World of Hyatt brands page in the same window. Chase for Business (5) Opens Chase for Business page in the same window. Amazon (2) Opens Amazon brands page in the same window. Aeroplan Opens Aeroplan page in the same window. DoorDash Opens DoorDash page in the same window. Instacart Opens DoorDash page in the same window. Compare Cards Opens in the same window Credit Card Education Opens in a new window More Chase Products Checking Opens Chase.com checking in a new window Savings Opens Chase.com savings in a new window CDs Opens Chase.com CDs in a new window Auto Opens Chase.com auto loans in a new window Mortgage Opens Chase.com mortgage in a new window Home equity Opens Chase.com home equity in a new window Investing Opens Chase.com investing in a new window Business banking Opens Chase.com business banking in a new window Commercial banking Opens Chase.com commercial banking in a new window CONNECT WITH CHASE Find ATM & Branch Opens Chase ATM and branch locator in a new window Customer Service Open Customer Service in new window Give Feedback Give Feedback opens overlay Schedule a meeting Opens in a new window About Chase Opens in a new window J.P. Morgan Opens in a new window JPMorgan Chase & Co. Opens in a new window Careers Opens in a new window SAFE Act: Chase Mortgage Loan Originators Opens in a new window Fair Lending Opens in a new window close navigation Main content begins Opens new credit card offers and promotions in the same window Credit Cards home opens homepage in the same window. Ink Business Unlimited ® Credit Card Sign in to apply faster Opens in a new window Apply as a guest Opens in a new window * Offer Details Opens offer details overlay. † Pricing & Terms Opens pricing and terms in new window. NEW CARDMEMBER OFFER Earn $750,MATCH,https://creditcards.chase.com/business-credit-cards/ink/unlimited
Chase,Chase Ink Unlimited,signup_bonus,750,"Earn $750 cash back after you spend $6,000 on purchases in the first 3 months after account opening",MATCH,https://creditcards.chase.com/business-credit-cards/ink/unlimited
Chase,Chase Ink Unlimited,minimum_spend_amount,"$6,000",$750,MISMATCH,https://creditcards.chase.com/business-credit-cards/ink/unlimited
Chase,Chase Ink Unlimited,spend_time_frame,3,first 3 months,MATCH,https://creditcards.chase.com/business-credit-cards/ink/unlimited
Chase,Chase Ink Unlimited,intro_apr_purchase,0% for 12 months,0% Intro APR (5) Opens 0% Intro APR page in the same window,MISMATCH,https://creditcards.chase.com/business-credit-cards/ink/unlimited
Chase,Chase Ink Unlimited,foreign_tx_fee,No,Foreign Transaction Fee (30) Opens No Foreign Transaction Fee p,MATCH,https://creditcards.chase.com/business-credit-cards/ink/unlimited
Chase,United Gateway Card,annual_fee,0,404 Client Error: Not Found for url: https://creditcards.chase.com/travel-credit-cards/united/gateway,ERROR,https://creditcards.chase.com/travel-credit-cards/united/gateway
Chase,United Gateway Card,signup_bonus,30000,404 Client Error: Not Found for url: https://creditcards.chase.com/travel-credit-cards/united/gateway,ERROR,https://creditcards.chase.com/travel-credit-cards/united/gateway
Chase,United Gateway Card,minimum_spend_amount,"$1,000",404 Client Error: Not Found for url: https://creditcards.chase.com/travel-credit-cards/united/gateway,ERROR,https://creditcards.chase.com/travel-credit-cards/united/gateway
Chase,United Gateway Card,spend_time_frame,3,404 Client Error: Not Found for url: https://creditcards.chase.com/travel-credit-cards/united/gateway,ERROR,https://creditcards.chase.com/travel-credit-cards/united/gateway
Chase,United Gateway Card,intro_apr_purchase,0% for 12 months,404 Client Error: Not Found for url: https://creditcards.chase.com/travel-credit-cards/united/gateway,ERROR,https://creditcards.chase.com/travel-credit-cards/united/gateway
Chase,United Gateway Card,foreign_tx_fee,No,404 Client Error: Not Found for url: https://creditcards.chase.com/travel-credit-cards/united/gateway,ERROR,https://creditcards.chase.com/travel-credit-cards/united/gateway
Chase,United Club Infinite Card,annual_fee,695,404 Client Error: Not Found for url: https://creditcards.chase.com/travel-credit-cards/united/united-club-infinite,ERROR,https://creditcards.chase.com/travel-credit-cards/united/united-club-infinite
Chase,United Club Infinite Card,signup_bonus,90000,404 Client Error: Not Found for url: https://creditcards.chase.com/travel-credit-cards/united/united-club-infinite,ERROR,https://creditcards.chase.com/travel-credit-cards/united/united-club-infinite
Chase,United Club Infinite Card,minimum_spend_amount,"$5,000",404 Client Error: Not Found for url: https://creditcards.chase.com/travel-credit-cards/united/united-club-infinite,ERROR,https://creditcards.chase.com/travel-credit-cards/united/united-club-infinite
Chase,United Club Infinite Card,spend_time_frame,3,404 Client Error: Not Found for url: https://creditcards.chase.com/travel-credit-cards/united/united-club-infinite,ERROR,https://creditcards.chase.com/travel-credit-cards/united/united-club-infinite
Chase,United Club Infinite Card,intro_apr_purchase,,404 Client Error: Not Found for url: https://creditcards.chase.com/travel-credit-cards/united/united-club-infinite,ERROR,https://creditcards.chase.com/travel-credit-cards/united/united-club-infinite
Chase,United Club Infinite Card,foreign_tx_fee,No,404 Client Error: Not Found for url: https://creditcards.chase.com/travel-credit-cards/united/united-club-infinite,ERROR,https://creditcards.chase.com/travel-credit-cards/united/united-club-infinite
